model,accuracy score,balanced accuracy score,weighted precision,weighted recall,weighted f1 score,macro f1 score,num_features
random_forest_d2v_features_40_n_estimators=150_max_depth=None,0.86625,0.4603599704574055,0.895411792785854,0.86625,0.8679582880490209,0.4433517923846487,40
